,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,token added to Google
3250,lomaira,phentermine,False,False,True,
3251,pro-fast,phentermine,False,False,False,
3252,anorex,phentermine,diethylpropion,False,False,
3253,degenni,phentermine,False,False,False,
3254,desoxyephedrine,phentermine,methamphetamine,False,False,
3255,anorectic,phentermine,False,False,False,
3256,appetite_suppressant,phentermine,False,False,True, pill
3257,lopressor,phentermine,metoprolol,False,False,
3258,proactol,phentermine,False,False,False,
3259,reductil,phentermine,sibutramine,False,False,
3260,orlistat,phentermine,orlistat,False,True,
3261,sibutramine,phentermine,sibutramine,False,True,
3262,meridia,phentermine,sibutramine,False,False,
3263,xenical,phentermine,orlistat,False,False,
3264,fentermine,phentermine,False,False,True,
3265,diethylpropion,phentermine,diethylpropion,False,False,
3266,bupropion,phentermine,bupropion,False,False,
3267,lorcaserin,phentermine,lorcaserin,False,False,
3268,orlistat,phentermine,orlistat,False,True,
3269,semaglutide,phentermine,semaglutide,False,False,
3270,phenterminations,phentermine,False,False,False,
3271,phentermine_hydrochloride,phentermine,False,True,True,
3272,phentermine_sulfate,phentermine,False,True,True,
3273,phentermine_tartrate,phentermine,False,True,True,
3274,phentermine_phosphate,phentermine,False,True,True,
3275,phentermine_hci,phentermine,False,True,True,
3276,lomaira,phentermine,False,False,True,
3277,phendimetrazine,phentermine,phendimetrazine,False,True,
3278,didrex,phentermine,benzphetamine,False,True,
3279,anorectic,phentermine,False,False,False,
3280,weight_loss_pill,phentermine,False,False,True,
3281,diet_pill,phentermine,False,False,True,
3282,adipex-p,phentermine,False,False,True,
3283,oby-trim,phentermine,False,False,True,
3284,anorex-sr,phentermine,False,False,False,
3285,phentrol,phentermine,False,False,False,
3286,diethylpropion,phentermine,diethylpropion,False,False,
3287,tenuate,phentermine,diethylpropion,False,False,
3288,xfaxan,phentermine,False,False,False,
3289,plegine,phentermine,False,False,True,
3290,obestin,phentermine,False,False,False,
3291,adipex,phentermine,phentermine,True,True,
3292,pro-fast,phentermine,False,False,False,
3293,anorex,phentermine,diethylpropion,False,False,
3294,reductil,phentermine,sibutramine,False,False,
3295,consulate,phentermine,False,False,False,
3296,lipo-6,phentermine,False,False,False,
3297,phentrazine,phentermine,False,False,True,
3298,anorectic,phentermine,False,False,False,
3299,anorexigenic,phentermine,False,False,False,
3300,xinmine,phentermine,False,False,False,
3301,anorectant,phentermine,False,False,False,
3302,lorcaserin,phentermine,lorcaserin,False,False,
3303,meridia,phentermine,sibutramine,False,False,
3304,naltrexone,phentermine,naltrexone,False,False,
3305,otrexup,phentermine,methotrexate,False,False,
3306,pro-fast,phentermine,False,False,False,
3307,qysmia,phentermine,topiramate,False,True,
3308,redicres,phentermine,False,False,False,
3309,reductil,phentermine,sibutramine,False,False,
3310,sibutramine,phentermine,sibutramine,False,True,
3311,suprenza,phentermine,False,False,True,
3312,tenuate,phentermine,diethylpropion,False,False,
3313,topamax,phentermine,topiramate,False,False,
3314,trokendi_xr,phentermine,topiramate,False,False,
3315,vivus,phentermine,False,False,False,
3316,xenical,phentermine,orlistat,False,False,
3317,zantryl,phentermine,False,False,True,
3318,anorectic,phentermine,False,False,False,
3319,anorexigenic,phentermine,False,False,False,
3320,anorectics,phentermine,False,False,False,
3321,lorcaserin,phentermine,lorcaserin,False,False,
3322,qsymia,phentermine,phentermine,True,True,
3323,belviq,phentermine,lorcaserin,False,False,
3324,contrave,phentermine,naltrexone,False,False,
3325,saxenda,phentermine,liraglutide,False,False,
3326,phenpro,phentermine,False,False,True,
3327,pro-fast,phentermine,False,False,False,
3328,lomaira,phentermine,False,False,True,
3329,adipex-p,phentermine,False,False,True,
3330,qsymia,phentermine,phentermine,True,True,
3331,ionamin,phentermine,False,False,True,
3332,suprenza,phentermine,False,False,True,
3333,pro-fast,phentermine,False,False,False,
3334,fastin,phentermine,phentermine,True,False,
3335,ionamin,phentermine,False,False,True,
3336,lorcaserin,phentermine,lorcaserin,False,False,
3337,phendimetrazine,phentermine,phendimetrazine,False,True,
3338,diethylpropion,phentermine,diethylpropion,False,False,
3339,benzphetamine,phentermine,benzphetamine,False,False,
3340,l_phenyl-tertiary-butylamine,phentermine,False,False,True,
3341,chemically_related_to_amphetamines,phentermine,False,False,False,
3342,ionamin,phentermine,False,False,True,
3343,lomaira,phentermine,False,False,True,
3344,qsymia,phentermine,phentermine,True,True,
3345,fastin,phentermine,phentermine,True,False,
3346,anorectics,phentermine,False,False,False,
3347,phentremine,phentermine,False,False,True,
3348,fastin,phentermine,phentermine,True,False,
3349,obestin,phentermine,False,False,False,
3350,phentrol,phentermine,False,False,False,
3351,pro-fast,phentermine,False,False,False,
3352,redux,phentermine,dexfenfluramine,False,False,
3353,torpex,phentermine,False,False,False,
3354,zantryl,phentermine,False,False,True,
3355,adipex,phentermine,phentermine,True,True,
3356,leptopril,phentermine,False,False,False,
3357,adipex,phentermine,phentermine,True,True,
3358,lomaira,phentermine,False,False,True,
3359,pro-fast,phentermine,False,False,False,
3360,anorex,phentermine,diethylpropion,False,False,
3361,redux,phentermine,dexfenfluramine,False,False,
3362,didrex,phentermine,benzphetamine,False,True,
3363,obenix,phentermine,False,False,True,
3364,fenphen,phentermine,False,False,True,
3365,dexfenfluramine,phentermine,dexfenfluramine,False,True,
3366,fenfluramine,phentermine,fenfluramine,False,True,
3367,redux,phentermine,dexfenfluramine,False,False,
3368,meridia,phentermine,sibutramine,False,False,
3369,sibutramine,phentermine,sibutramine,False,True,
3370,ionamin,phentermine,False,False,True,
3371,adipex,phentermine,phentermine,True,True,
3372,bontril,phentermine,phendimetrazine,False,True,
3373,didrex,phentermine,benzphetamine,False,True,
3374,adipex,phentermine,phentermine,True,True,
3375,pro-fast,phentermine,False,False,False,
3376,lorcaserin,phentermine,lorcaserin,False,False,
3377,naltrexone-bupropion,phentermine,False,False,False,
3378,diethylpropion,phentermine,diethylpropion,False,False,
3379,topiramate,phentermine,topiramate,False,False,
3380,zonisamide,phentermine,zonisamide,False,False,
3381,lomaira,phentermine,False,False,True,
3382,belviq,phentermine,lorcaserin,False,False,
3383,contrave,phentermine,naltrexone,False,False,
3384,saxenda,phentermine,liraglutide,False,False,
3385,ionamin,phentermine,False,False,True,
3386,bontril,phentermine,phendimetrazine,False,True,
3387,obestin,phentermine,False,False,False,
3388,rexigen,phentermine,False,False,False,
3389,anorectic,phentermine,False,False,False,
3390,anorexigenic,phentermine,False,False,False,
3391,phentremine,phentermine,False,False,True,
3392,phentarmeen,phentermine,False,False,False,
3393,fentermine,phentermine,False,False,True,
3394,phentermis,phentermine,False,False,False,
3395,phentermina,phentermine,False,False,True,
3396,phentermon,phentermine,False,False,False,
3397,phenterminum,phentermine,False,False,True,
3398,fenetramine,phentermine,False,False,False,
3399,phentamine,phentermine,pheniramine,False,True,
3400,phentremine,phentermine,False,False,True,
3401,fentermine,phentermine,False,False,True,
3402,diethylpropion,phentermine,diethylpropion,False,False,
3403,tenuate,phentermine,diethylpropion,False,False,
3404,zantryl,phentermine,False,False,True,
3405,pro-fast,phentermine,False,False,False,
3406,phentrol,phentermine,False,False,False,
3407,phenq,phentermine,pentaerythritol_tetranitrate,False,True,
3408,phentremine,phentermine,False,False,True,
3409,phen375,phentermine,False,False,True,
3410,trimethylxanthine,phentermine,False,False,False,
3411,lomaira,phentermine,False,False,True,
3412,suprenza,phentermine,False,False,True,
3413,anorectic,phentermine,False,False,False,
3414,anorexigenic,phentermine,False,False,False,
3415,appetite_suppressant,phentermine,False,False,True, pill
3416,phentamine,phentermine,pheniramine,False,True,
3417,diethylpropion,phentermine,diethylpropion,False,False,
3418,benzphetamine,phentermine,benzphetamine,False,False,
3419,phenylpropionate,phentermine,False,False,False,
3420,ionamin,phentermine,False,False,True,
3421,adipex-p,phentermine,False,False,True,
3422,fastin,phentermine,phentermine,True,False,
3423,lomaira,phentermine,False,False,True,
3424,pro-fast,phentermine,False,False,False,
3425,anorectic,phentermine,False,False,False,
3426,appetite_suppressant,phentermine,False,False,True, pill
3427,obestin-30,phentermine,False,False,False,
3428,anorectic,phentermine,False,False,False,
3429,anorexigenic,phentermine,False,False,False,
3430,anorexiant,phentermine,False,False,False,
3431,adipex,phentermine,phentermine,True,True,
3432,anorectics,phentermine,False,False,False,
3433,belviq,phentermine,lorcaserin,False,False,
3434,axcion,phentermine,False,False,False,
3435,lorcaserin,phentermine,lorcaserin,False,False,
3436,phendimetrazine,phentermine,phendimetrazine,False,True,
3437,bupropion,phentermine,bupropion,False,False,
3438,diethylpropion,phentermine,diethylpropion,False,False,
3439,people,phentermine,False,False,False,
3440,adipex-p,phentermine,False,False,True,
3441,anorectics,phentermine,False,False,False,
3442,supremed,phentermine,False,False,False,
3443,meridia,phentermine,sibutramine,False,False,
3444,reductil,phentermine,sibutramine,False,False,
3445,sibutramine,phentermine,sibutramine,False,True,
3446,xenical,phentermine,orlistat,False,False,
3447,alli,phentermine,orlistat,False,False,
3448,orlistat,phentermine,orlistat,False,True,
3449,phentremine,phentermine,False,False,True,
3450,anorectic,phentermine,False,False,False,
3451,anorexigenic,phentermine,False,False,False,
3452,anorexiant,phentermine,False,False,False,
3453,weight_loss_drug,phentermine,False,False,True,
3454,obesity_drug,phentermine,False,False,True, slang
3455,anti-obesity_medication,phentermine,False,False,True,
3456,adipex-p,phentermine,False,False,True,
3457,oby-trim,phentermine,False,False,True,
3458,anorex-sr,phentermine,False,False,False,
3459,phentrol,phentermine,False,False,False,
3460,pro-fast,phentermine,False,False,False,
3461,reductil,phentermine,sibutramine,False,False,
3462,sibutramine,phentermine,sibutramine,False,True,
3463,adipex,phentermine,phentermine,True,True,
3464,fastin,phentermine,phentermine,True,False,
3465,ionamin,phentermine,False,False,True,
3466,tenuate,phentermine,diethylpropion,False,False,
3467,topamax,phentermine,topiramate,False,False,
3468,adipex-p,phentermine,False,False,True,
3469,lomaira,phentermine,False,False,True,
3470,didrex,phentermine,benzphetamine,False,True,
3471,sibutramine,phentermine,sibutramine,False,True,
3472,pro-fast,phentermine,False,False,False,
3473,lisdexamfetamine,phentermine,lisdexamfetamine,False,False,
3474,prosomine,phentermine,False,False,False,
3475,desoxyn,phentermine,methamphetamine,False,False,
3476,bontril,phentermine,phendimetrazine,False,True,
3477,plegine,phentermine,False,False,True,
3478,preluden,phentermine,False,False,False,
3479,meridia,phentermine,sibutramine,False,False,
3480,phentremine,phentermine,False,False,True,
3481,isopropylphenidate,phentermine,False,False,False,
3482,phetsermine,phentermine,False,False,False,
3483,phentermine,phentermine,phentermine,True,True,
3484,phentermon,phentermine,False,False,False,
3485,phentertmine,phentermine,False,False,True,
3486,fentermine,phentermine,False,False,True,
3487,phentermina,phentermine,False,False,True,
3488,anorectics,phentermine,False,False,False,
3489,satiety_drugs,phentermine,False,False,True,
3490,phentamine,phentermine,pheniramine,False,True,
3491,phentramine,phentermine,False,False,True,
3492,adipex,phentermine,phentermine,True,True,
3493,fastin,phentermine,phentermine,True,False,
3494,phentermin,phentermine,phentermine,True,True,
3495,phentermine,phentermine,phentermine,True,True,
3496,phentamine,phentermine,pheniramine,False,True,
3497,phentramine,phentermine,False,False,True,
3498,adipex,phentermine,phentermine,True,True,
3499,tenuate,phentermine,diethylpropion,False,False,
3500,adipex-p,phentermine,False,False,True,
3501,fastin,phentermine,phentermine,True,False,
3502,ionamin,phentermine,False,False,True,
3503,pro-fast,phentermine,False,False,False,
3504,zantryl,phentermine,False,False,True,
3505,anorex-sr,phentermine,False,False,False,
3506,lorcaserin,phentermine,lorcaserin,False,False,
3507,phentercal,phentermine,False,False,False,
3508,supralip,phentermine,False,False,False,
3509,adipex-p,phentermine,False,False,True,
3510,pro-fast,phentermine,False,False,False,
3511,anorex-sr,phentermine,False,False,False,
3512,orexigen,phentermine,False,False,False,
3513,adipex-p,phentermine,False,False,True,
3514,fastin,phentermine,phentermine,True,False,
3515,ionamin,phentermine,False,False,True,
3516,civ-xr,phentermine,False,False,False,
3517,phentrol,phentermine,False,False,False,
3518,anorex-sr,phentermine,False,False,False,
3519,obestin-30,phentermine,False,False,False,
3520,adipex-p,phentermine,False,False,True,
3521,ionamin,phentermine,False,False,True,
3522,phendimetrazine,phentermine,phendimetrazine,False,True,
3523,phentercot,phentermine,False,False,True,
3524,pro-fast,phentermine,False,False,False,
3525,anorectic,phentermine,False,False,False,
3526,phentamine,phentermine,pheniramine,False,True,
3527,fenteramine,phentermine,False,False,True,
3528,ionamin,phentermine,False,False,True,
3529,oby-trim,phentermine,False,False,True,
3530,fastin,phentermine,phentermine,True,False,
3531,pro-fast,phentermine,False,False,False,
3532,anorectic,phentermine,False,False,False,
3533,fastin,phentermine,phentermine,True,False,
3534,oby-trim,phentermine,False,False,True,
3535,phentrol,phentermine,False,False,False,
3536,pro-fast,phentermine,False,False,False,
3537,suprenza,phentermine,False,False,True,
3538,tenuate,phentermine,diethylpropion,False,False,
3539,ツツツツツツツツツツツツツツツツツツツツツツツツツ,phentermine,False,False,False,
3540,phentamine,phentermine,pheniramine,False,True,
3541,fentermin,phentermine,False,False,True,
3542,fentermine,phentermine,False,False,True,
3543,diethylpropion,phentermine,diethylpropion,False,False,
3544,benzphetamine,phentermine,benzphetamine,False,False,
3545,phenylpropanolamine,phentermine,phenylpropanolamine,False,False,
3546,redux,phentermine,dexfenfluramine,False,False,
3547,fastin,phentermine,phentermine,True,False,
3548,teramine,phentermine,False,False,False,
3549,ionamin,phentermine,False,False,True,
3550,phentrol,phentermine,False,False,False,
